sector,labor_input_EH_initial,labor_input_EH_final,labor_input_GTAP,total_output_GTAP,final_demand_GTAP,labor_frac_value_added,value_added_EH_initial,value_added_EH_final,total_output_EH_initial,total_output_EH_final
pdr,15.329377711209926,7.661704028457884,41.10306,156.7289200000009,0.14819000000088545,0.0036053276812209466,0.055267429798116545,0.02762295361912125,-33.46664000659278,-16.817525691754405
wht,2.7330618602269494,1.365998767791642,7.3282300000000005,59.34789000000092,0.06872000000088287,0.009377434933248937,0.025629109762822518,0.012809564563864347,-5.319365347060849,-2.669150751235291
gro,38.36169400877629,19.173377488805553,102.86021000000001,396.4104800000023,125.26517000000234,1.217819504743402,46.71761919888587,23.34971307767547,28.859908409562955,14.23116849402005
v_f,144.89728244352773,72.42042785587759,388.51686,1296.341039999994,678.0709399999942,1.7452806037812467,252.88641658930192,126.39396805440227,176.33681874905625,87.29476079856374
osd,88.99018034959276,44.47776264127644,238.61169,954.0868199999921,-148.78229000000772,-0.6235331135704529,-55.48832423057771,-27.733357824362674,-84.77767835517074,-42.40035242340674
c_b,6.473479758346542,3.235479409343198,17.35751,150.010250000001,8.608920000000921,0.49597666946474006,3.2106949303921284,1.6047223015677838,-20.991550103314438,-10.6947311823644
pfb,0.5373386024971629,0.26856467450651,1.44078,10.60891999999993,2.6628199999999342,1.8481794583489044,0.9930981673131638,0.49635571466109146,-1.6848671092697098,-0.9119305448868076
ocr,35.634200288956116,17.810161707028694,95.54691,297.4902400000016,211.3024600000016,2.211504903716945,78.80520867905823,39.38725995108571,68.37142976223579,34.08576521116185
ctl,31.751274545502618,15.869454890921913,85.13552,321.9838700000018,56.65809000000199,0.6655047153056913,21.130622926997564,10.561197059239499,-60.24965473784809,-30.131699606476452
oap,55.34064730111246,27.659548114228986,148.38632,616.7712399999907,124.24521999999068,0.8373091266094521,46.337229057696206,23.15959207393719,-105.68120171167712,-52.832415597058606
rmk,9.753095810451201,4.874648851937756,26.15123,115.0022500000012,0.4943400000012115,0.018903126162754542,0.1843640005823918,0.09214610224730599,-28.351097298710407,-14.37613136936782
wol,1.311679339334681,0.6555842688171518,3.5170399999999997,24.47900999999978,11.185669999999782,3.180421604531021,4.171693309036996,2.085034372136742,3.283902847887504,1.6245862445719175
frs,7.124016081960002,3.5606209033545704,19.10181,356.7104300000028,20.285800000002855,1.0619831314416202,7.5655849071603445,3.781319336820977,-119.41688205080179,-57.025661631238904
fsh,0.047595852559507996,0.023788658754647352,0.12762,40.0720999999998,12.5627199999998,98.43848926500391,4.685263821237837,2.341719629448195,-2.8392196284206253,-1.2531237053842534
coa,0.028618689110168075,0.018460971507855105,0.16711,3.899790000000023,-0.5171899999999781,-3.0949075459277005,-0.08857219688161809,-0.05713500002481704,-0.13946527975881257,-0.08207544137543356
oil,20.6175383118955,13.299693283392967,120.38974999999999,1611.642749999994,-335.17088000000626,-2.7840483097606423,-57.400222688657955,-37.02698860596516,-142.97533655761842,-92.22249846371598
gas,14.312332982616635,9.232413489866826,83.57245,843.0369199999942,-6312.493250000006,-75.53318408159633,-1081.056081813085,-697.3535876475241,-1067.385324589499,-688.3635810466285
omn,133.0045807889357,64.70425854947933,608.06342,3627.745659999987,0.0,0.0,133.0045807889357,64.70425854947933,86.30424106632097,50.05194960213811
cmt,11.38482574399108,5.6901960998873955,30.526429999999998,821.1906899999836,678.3632899999836,22.222162565356765,252.99544846122856,126.44846276045675,218.48582231558265,109.213770672017
omt,10.197577373532392,5.0968030871970305,27.34303,740.1369999999845,616.7386699999845,22.555608138526875,230.01255919970473,114.96149319405023,199.87620481462739,99.91061716068386
vol,5.063628845048224,2.5308284688132594,13.57724,1319.197199999976,47.71923999997625,3.5146495163948086,17.796880671451543,8.894975053992736,8.032674882536517,3.9933324757434585
mil,22.153926298030385,11.07264949441848,59.4019,396.5360300000039,291.1728800000039,4.901743546923649,108.59286527039256,54.27528820661319,95.51907160848545,47.69165857504511
pcr,1.2780989399892955,0.6388006076804298,3.4269999999999996,139.5723200000023,116.29930000000228,33.936183250657216,43.37379983994747,21.67845448287425,37.28028139814628,18.56115829742165
sgr,13.954830225299816,6.974697927590342,37.41745,292.8026200000042,204.82979000000418,5.474178224331272,76.39122774357611,38.1807395165035,54.277925834594264,26.687306430227768
ofd,19.98701341179584,9.989614977130815,53.5917,769.5935799999867,458.8019899999865,8.561064306599464,171.11010711525014,85.52173621738604,123.64433555258817,61.4349546924842
b_t,70.45492851400078,37.79997089710126,78.20145000000001,921.0174499999864,479.84362999998655,6.135994025686052,432.31102044204664,231.94039559571996,316.8060413010461,175.35027644072233
tex,17.00161222959418,9.121582564018237,18.870939999999997,108.1444800000024,57.146340000002425,3.0282720415624462,51.48550697636622,27.62263345341992,41.786442066087524,22.426563866731076
wap,63.24254977131235,33.93043739075021,70.19606999999999,398.1065899999925,169.1061999999925,2.4090550938249464,152.3547866730577,81.7402930318952,105.12313522341717,56.60673317125078
lea,44.845523371269614,24.060197264445513,49.77629,283.1770500000034,102.95909000000339,2.0684363981325924,92.76011283443991,49.76698776802933,63.376337065238545,34.13577090765236
lum,79.56106818615866,42.685531380270376,88.30881,729.3413499999876,283.6893599999878,3.212469514649646,255.5875061009965,137.1259682757394,93.61295050082404,57.180116360537106
ppp,40.63256794564368,21.79989275717745,45.10012,384.9241199999911,60.396389999991165,1.33916251220598,54.41361176746837,29.1935991505227,0.2800107243300758,-0.4181207909757809
p_c,0.6797893419166019,0.4385096614368392,3.96942,2456.712769999981,767.7974399999807,193.42811796181326,131.49037301742788,84.82009851979973,-165.19169433852537,-67.63371087878093
crp,60.89031775182855,32.668434806189374,67.58521000000002,755.9251099999866,0.0,0.0,60.89031775182855,32.668434806189374,-27.734039227180173,-10.980822606984487
nmm,38.59126132993356,18.77393196558434,176.42952,743.1467099999925,29.344549999992683,0.1663244903686905,6.418671873386152,3.122564666392283,-437.4704643707941,-198.46878061457704
i_s,0.44743280270470376,0.2176677493210946,2.04555,106.6301900000014,1.315650000001419,0.6431766517569452,0.2877783319298372,0.1399988142038117,-19.801608831127155,-7.156422582627185
nfm,2.736054158672202,1.3310395374204385,12.50855,1007.930119999989,-832.0841900000107,-66.52123467548283,-182.00570077386428,-88.5423934310911,-198.81042279282548,-96.66555086712998
fmp,0.26098472204717105,0.1400216437095769,0.28968,20.80381999999974,7.151879999999739,24.68889809444815,6.443425206830481,3.456980092562871,2.9147612717227984,1.7979239387829848
mvh,0.27119238878562196,0.1454981875622057,0.30101,32.4416999999997,26.1009699999997,86.71130527224909,23.515446011500526,12.616337758265374,22.65856781213773,12.182493906696577
otn,0.30487935360596635,0.15548642445505229,0.52639,22.30334999999975,10.880379999999754,20.669807557133975,6.301797567178725,3.2138744712327805,4.025401358814008,1.9804126408975111
ele,0.1525564173717463,0.08184847048240353,0.16932999999999998,32.57724999999974,25.525229999999734,150.7425146164279,22.996737975490344,12.338044258025983,22.13410051321122,11.877748535032802
ome,1.4052524511885374,0.7539359258231485,1.5597599999999998,95.21567000000184,62.499320000001845,40.06983125609187,56.308228591334164,30.210085325638953,51.66692178898869,27.823698464127922
omf,31.31993249092155,16.80354464373274,34.76356,199.2767200000027,103.42334000000274,2.975050311303064,93.17837490710711,49.991390723332024,83.37559628893145,44.50097970349972
TnD,3.689032196788627,2.2596558698459215,17.10329,86.59537999999961,0.0,0.0,3.689032196788627,2.2596558698459215,-4.762362369305357,-2.3038680032214764
Nucl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GasB,0.6448654557497864,0.39500170630507586,2.98976,122.0018700000019,0.0,0.0,0.6448654557497864,0.39500170630507586,-11.261958250790414,-6.0343593442587675
Wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HydB,0.98333052378773,0.6023229051809015,4.55897,122.6974899999997,0.0,0.0,0.98333052378773,0.6023229051809015,-10.991404281220609,-5.863709547733856
OilB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OthB,0.2755069115709345,0.16875721780263284,1.27732,20.12254999999982,0.0,0.0,0.2755069115709345,0.16875721780263284,-1.6884783308700466,-0.8917418350032198
GasP,0.2609089190748326,0.15981545810194528,1.2096399999999998,40.03783000000056,0.0,0.0,0.2609089190748326,0.15981545810194528,-3.646725932808041,-1.9502003735124238
HydP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OilP,0.11240971881306819,0.06885472053206725,0.5211600000000001,20.43330999999981,0.0,0.0,0.11240971881306819,0.06885472053206725,-1.881928670650837,-1.0080334911639888
SolP,0.003651655037810354,0.0022367611071607537,0.01693,0.4683500000000002,0.0,0.0,0.003651655037810354,0.0022367611071607537,-0.0421144285453975,-0.02247556297384747
gdt,2.0215631310559234,1.2382751767065576,9.37248,91.88365999999976,-48.29495000000023,-5.152846418450637,-10.416804339533371,-6.380641809348715,-22.860369242109304,-12.823794000241582
wtr,7.400019618993598,4.532760051156574,34.308370000000004,177.5778500000021,108.71968000000213,3.168896686143997,23.449897648029374,14.36384830519596,11.296274741406876,7.948873690082987
cns,364.2302005841998,161.3491026722903,453.03742,2374.984399999978,2325.264319999978,5.132609840485093,1869.451511720323,828.1419921292367,1843.9959533041897,816.6194535850829
trd,776.2253959041363,354.2962541064841,932.65049,3961.170209999977,1179.6417799999774,1.2648272773651548,981.7910541231181,448.12356646217734,488.0561888966505,190.80584392129987
otp,488.2297101062612,248.99387590299483,842.95389,3270.426779999985,1709.6019699999852,2.028108524417611,990.1828369404475,504.9866022466446,877.6804292858965,473.22112357079374
wtp,24.9141147890936,12.706031356998698,43.01551,199.6113800000018,72.24151000000178,1.6794293500182094,41.84149560652652,21.33888198319531,45.30380971929361,25.74456226983864
atp,56.950645438576565,29.044447008032538,98.32824,485.6084500000025,159.36733000000254,1.620768662187003,92.30382141816808,47.0743295211702,65.68713391206813,36.93534101560677
cmn,27.729895365840186,15.425284884223537,77.71343999999999,753.0850599999928,342.4580199999928,4.40667688883664,122.1966890385062,67.97424640302903,65.51728237317351,37.27794436550312
ofi,120.83963766832561,80.45100114435834,449.32744,701.6895200000022,425.9918000000023,0.9480654019260482,114.56387965461914,76.27281073527905,65.97733146415737,50.4605590959579
isr,68.77938601855591,45.791021638734264,255.74775,427.3179800000024,0.0,0.0,68.77938601855591,45.791021638734264,57.982792815142815,39.552315539982274
obs,432.68784930376,280.86317565113745,362.45835999999997,1121.238469999993,89.0100399999933,0.24557314666433216,106.2565166769467,68.97245382678686,15.075753049143316,28.535269596201736
ros,214.64403357375593,105.05695773063682,119.78374,132.86586,48.447279999999964,0.4044562308707339,86.81411679813259,42.49094115047938,86.77097389057224,42.46895957598005
osg,780.148144142292,447.9269404809176,2993.91871,5588.507489999979,5160.452739999979,1.7236449081812175,1344.6983762778882,772.0669901971249,1246.0919887864072,719.9494066413616
dwe,60.165087329533144,26.652328217840996,74.83464000000001,869.7743300000004,869.7699300000004,11.622557815471556,699.2722059603941,309.76822562878095,699.2711092663685,309.7676542613928
